"Notes","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"District of Columbia","11","15-24 years","15-24",0,2060894,Unreliable
,"District of Columbia","11","25-34 years","25-34",Suppressed,2822393,Suppressed
,"District of Columbia","11","35-44 years","35-44",Suppressed,1983143,Suppressed
,"District of Columbia","11","45-54 years","45-54",Suppressed,1663776,Suppressed
,"District of Columbia","11","55-64 years","55-64",10,1374033,Unreliable
,"District of Columbia","11","65-74 years","65-74",16,868766,Unreliable
,"District of Columbia","11","75-84 years","75-84",12,510226,Unreliable
,"District of Columbia","11","85+ years","85+",Suppressed,226490,Suppressed
,"District of Columbia","11","Not Stated","NS",0,Not Applicable,Not Applicable
,"Florida","12","< 1 year","1",27,4696946,0.6
,"Florida","12","1-4 years","1-4",61,18768520,0.3
,"Florida","12","5-14 years","5-14",Suppressed,48889241,Suppressed
,"Florida","12","15-24 years","15-24",35,51708860,0.1
,"Florida","12","25-34 years","25-34",49,52212050,0.1
,"Florida","12","35-44 years","35-44",58,55079292,0.1
,"Florida","12","45-54 years","45-54",87,56433068,0.2
,"Florida","12","55-64 years","55-64",69,50164760,0.1
,"Florida","12","65-74 years","65-74",58,40418130,0.1
,"Florida","12","75-84 years","75-84",60,25594192,0.2
,"Florida","12","85+ years","85+",49,9800360,0.5
,"Florida","12","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Georgia","13","< 1 year","1",15,2897557,Unreliable
,"Georgia","13","1-4 years","1-4",27,11577520,0.2
,"Georgia","13","5-14 years","5-14",Suppressed,29610478,Suppressed
,"Georgia","13","15-24 years","15-24",20,29879828,0.1
,"Georgia","13","25-34 years","25-34",23,29919763,0.1
,"Georgia","13","35-44 years","35-44",29,30417393,0.1
,"Georgia","13","45-54 years","45-54",45,28797558,0.2
,"Georgia","13","55-64 years","55-64",47,22429603,0.2
,"Georgia","13","65-74 years","65-74",38,14094094,0.3
,"Georgia","13","75-84 years","75-84",41,7214444,0.6
,"Georgia","13","85+ years","85+",27,2542774,1.1
,"Georgia","13","Not Stated","NS",0,Not Applicable,Not Applicable
,"Hawaii","15","< 1 year","1",Suppressed,388191,Suppressed
,"Hawaii","15","1-4 years","1-4",Suppressed,1494910,Suppressed
,"Hawaii","15","5-14 years","5-14",0,3655968,Unreliable
,"Hawaii","15","15-24 years","15-24",Suppressed,3886040,Suppressed
,"Hawaii","15","25-34 years","25-34",Suppressed,4131236,Suppressed
,"Hawaii","15","35-44 years","35-44",Suppressed,3977237,Suppressed
,"Hawaii","15","45-54 years","45-54",Suppressed,3991035,Suppressed
,"Hawaii","15","55-64 years","55-64",Suppressed,3479771,Suppressed
,"Hawaii","15","65-74 years","65-74",Suppressed,2399050,Suppressed
,"Hawaii","15","75-84 years","75-84",Suppressed,1432794,Suppressed
,"Hawaii","15","85+ years","85+",Suppressed,655060,Suppressed
,"Hawaii","15","Not Stated","NS",0,Not Applicable,Not Applicable
,"Idaho","16","< 1 year","1",Suppressed,492200,Suppressed
,"Idaho","16","1-4 years","1-4",Suppressed,1978751,Suppressed
,"Idaho","16","5-14 years","5-14",Suppressed,5097957,Suppressed
,"Idaho","16","15-24 years","15-24",Suppressed,4933032,Suppressed
,"Idaho","16","25-34 years","25-34",Suppressed,4450880,Suppressed
,"Idaho","16","35-44 years","35-44",Suppressed,4381675,Suppressed
,"Idaho","16","45-54 years","45-54",Suppressed,4320606,Suppressed
,"Idaho","16","55-64 years","55-64",10,3745343,Unreliable
,"Idaho","16","65-74 years","65-74",Suppressed,2561372,Suppressed
,"Idaho","16","75-84 years","75-84",Suppressed,1397484,Suppressed
,"Idaho","16","85+ years","85+",Suppressed,534711,Suppressed
,"Idaho","16","Not Stated","NS",0,Not Applicable,Not Applicable
,"Illinois","17","< 1 year","1",Suppressed,3595106,Suppressed
,"Illinois","17","1-4 years","1-4",15,14546412,Unreliable
,"Illinois","17","5-14 years","5-14",Suppressed,37902154,Suppressed
,"Illinois","17","15-24 years","15-24",10,38700488,Unreliable
,"Illinois","17","25-34 years","25-34",30,38977352,0.1
,"Illinois","17","35-44 years","35-44",57,39059473,0.1
,"Illinois","17","45-54 years","45-54",106,38402814,0.3
,"Illinois","17","55-64 years","55-64",127,31039473,0.4
,"Illinois","17","65-74 years","65-74",120,19926022,0.6
,"Illinois","17","75-84 years","75-84",108,11991382,0.9
,"Illinois","17","85+ years","85+",63,5092804,1.2
,"Illinois","17","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Indiana","18","< 1 year","1",Suppressed,1852760,Suppressed
,"Indiana","18","1-4 years","1-4",17,7506307,Unreliable
,"Indiana","18","5-14 years","5-14",Suppressed,19530238,Suppressed
,"Indiana","18","15-24 years","15-24",Suppressed,20242048,Suppressed
,"Indiana","18","25-34 years","25-34",16,18438915,Unreliable
,"Indiana","18","35-44 years","35-44",14,19131002,Unreliable
,"Indiana","18","45-54 years","45-54",34,19423095,0.2
,"Indiana","18","55-64 years","55-64",27,16147087,0.2
,"Indiana","18","65-74 years","65-74",26,10558720,0.2
,"Indiana","18","75-84 years","75-84",32,6205068,0.5
,"Indiana","18","85+ years","85+",15,2483017,Unreliable
,"Indiana","18","Not Stated","NS",0,Not Applicable,Not Applicable
,"Iowa","19","< 1 year","1",10,849150,Unreliable
,"Iowa","19","1-4 years","1-4",Suppressed,3430008,Suppressed
,"Iowa","19","5-14 years","5-14",0,8919695,Unreliable
,"Iowa","19","15-24 years","15-24",Suppressed,9632151,Suppressed
,"Iowa","19","25-34 years","25-34",Suppressed,8269088,Suppressed
,"Iowa","19","35-44 years","35-44",10,8587721,Unreliable
,"Iowa","19","45-54 years","45-54",12,9021031,Unreliable
,"Iowa","19","55-64 years","55-64",23,7769885,0.3
,"Iowa","19","65-74 years","65-74",18,5304265,Unreliable
,"Iowa","19","75-84 years","75-84",Suppressed,3463112,Suppressed
,"Iowa","19","85+ years","85+",16,1615102,Unreliable
,"Iowa","19","Not Stated","NS",0,Not Applicable,Not Applicable
,"Kansas","20","< 1 year","1",Suppressed,854338,Suppressed
,"Kansas","20","1-4 years","1-4",Suppressed,3426413,Suppressed
,"Kansas","20","5-14 years","5-14",0,8736825,Unreliable
,"Kansas","20","15-24 years","15-24",Suppressed,9102395,Suppressed
,"Kansas","20","25-34 years","25-34",12,8060194,Unreliable
,"Kansas","20","35-44 years","35-44",16,8099612,Unreliable
,"Kansas","20","45-54 years","45-54",26,8233230,0.3
,"Kansas","20","55-64 years","55-64",41,6874335,0.6
,"Kansas","20","65-74 years","65-74",29,4520618,0.6
,"Kansas","20","75-84 years","75-84",35,2846423,1.2
,"Kansas","20","85+ years","85+",17,1297158,Unreliable
,"Kansas","20","Not Stated","NS",0,Not Applicable,Not Applicable
,"Kentucky","21","< 1 year","1",Suppressed,1207545,Suppressed
,"Kentucky","21","1-4 years","1-4",13,4829572,Unreliable
,"Kentucky","21","5-14 years","5-14",Suppressed,12363927,Suppressed
,"Kentucky","21","15-24 years","15-24",Suppressed,12911681,Suppressed
,"Kentucky","21","25-34 years","25-34",19,12462103,Unreliable
,"Kentucky","21","35-44 years","35-44",22,12937968,0.2
,"Kentucky","21","45-54 years","45-54",32,13232682,0.2
,"Kentucky","21","55-64 years","55-64",30,11227559,0.3
,"Kentucky","21","65-74 years","65-74",24,7515489,0.3
,"Kentucky","21","75-84 years","75-84",21,4167754,0.5
,"Kentucky","21","85+ years","85+",17,1517896,Unreliable
,"Kentucky","21","Not Stated","NS",0,Not Applicable,Not Applicable
,"Louisiana","22","< 1 year","1",Suppressed,1371169,Suppressed
,"Louisiana","22","1-4 years","1-4",24,5475869,0.4
,"Louisiana","22","5-14 years","5-14",Suppressed,13839502,Suppressed
,"Louisiana","22","15-24 years","15-24",Suppressed,14554388,Suppressed
,"Louisiana","22","25-34 years","25-34",15,13767476,Unreliable
,"Louisiana","22","35-44 years","35-44",28,13315065,0.2
,"Louisiana","22","45-54 years","45-54",46,13497818,0.3
,"Louisiana","22","55-64 years","55-64",37,11306073,0.3
,"Louisiana","22","65-74 years","65-74",43,7386011,0.6
,"Louisiana","22","75-84 years","75-84",42,4133551,1.0
,"Louisiana","22","85+ years","85+",27,1489455,1.8
,"Louisiana","22","Not Stated","NS",0,Not Applicable,Not Applicable
,"Maine","23","< 1 year","1",Suppressed,290893,Suppressed
,"Maine","23","1-4 years","1-4",Suppressed,1206342,Suppressed
,"Maine","23","5-14 years","5-14",0,3423074,Unreliable
,"Maine","23","15-24 years","15-24",Suppressed,3604911,Suppressed
,"Maine","23","25-34 years","25-34",Suppressed,3339758,Suppressed
,"Maine","23","35-44 years","35-44",Suppressed,3923483,Suppressed
,"Maine","23","45-54 years","45-54",Suppressed,4442506,Suppressed
,"Maine","23","55-64 years","55-64",Suppressed,3944243,Suppressed
,"Maine","23","65-74 years","65-74",Suppressed,2687231,Suppressed
,"Maine","23","75-84 years","75-84",Suppressed,1555392,Suppressed
,"Maine","23","85+ years","85+",Suppressed,628899,Suppressed
,"Maine","23","Not Stated","NS",0,Not Applicable,Not Applicable
,"Maryland","24","< 1 year","1",Suppressed,1595368,Suppressed
,"Maryland","24","1-4 years","1-4",12,6403398,Unreliable
,"Maryland","24","5-14 years","5-14",Suppressed,16681834,Suppressed
,"Maryland","24","15-24 years","15-24",15,16725453,Unreliable
,"Maryland","24","25-34 years","25-34",26,17080209,0.2
,"Maryland","24","35-44 years","35-44",44,18254782,0.2
,"Maryland","24","45-54 years","45-54",85,18501634,0.5
,"Maryland","24","55-64 years","55-64",96,14752271,0.7
,"Maryland","24","65-74 years","65-74",117,9087898,1.3
,"Maryland","24","75-84 years","75-84",80,5135700,1.6
,"Maryland","24","85+ years","85+",44,2090089,2.1
,"Maryland","24","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Massachusetts","25","< 1 year","1",Suppressed,1630569,Suppressed
,"Massachusetts","25","1-4 years","1-4",Suppressed,6568529,Suppressed
,"Massachusetts","25","5-14 years","5-14",0,17596255,Unreliable
,"Massachusetts","25","15-24 years","15-24",Suppressed,20029279,Suppressed
,"Massachusetts","25","25-34 years","25-34",Suppressed,19830250,Suppressed
,"Massachusetts","25","35-44 years","35-44",Suppressed,20370090,Suppressed
,"Massachusetts","25","45-54 years","45-54",Suppressed,20892587,Suppressed
,"Massachusetts","25","55-64 years","55-64",Suppressed,17014894,Suppressed
,"Massachusetts","25","65-74 years","65-74",Suppressed,11009379,Suppressed
,"Massachusetts","25","75-84 years","75-84",Suppressed,6868059,Suppressed
,"Massachusetts","25","85+ years","85+",Suppressed,3111537,Suppressed
,"Massachusetts","25","Not Stated","NS",0,Not Applicable,Not Applicable
,"Michigan","26","< 1 year","1",Suppressed,2623666,Suppressed
,"Michigan","26","1-4 years","1-4",Suppressed,10808313,Suppressed
,"Michigan","26","5-14 years","5-14",Suppressed,29390017,Suppressed
,"Michigan","26","15-24 years","15-24",Suppressed,30714433,Suppressed
,"Michigan","26","25-34 years","25-34",Suppressed,27497823,Suppressed
,"Michigan","26","35-44 years","35-44",18,29433103,Unreliable
,"Michigan","26","45-54 years","45-54",21,31191816,0.1
,"Michigan","26","55-64 years","55-64",45,26216534,0.2
,"Michigan","26","65-74 years","65-74",19,17080715,Unreliable
,"Michigan","26","75-84 years","75-84",26,10073906,0.3
,"Michigan","26","85+ years","85+",23,4056713,0.6
,"Michigan","26","Not Stated","NS",0,Not Applicable,Not Applicable
,"Minnesota","27","< 1 year","1",Suppressed,1511809,Suppressed
,"Minnesota","27","1-4 years","1-4",Suppressed,6104149,Suppressed
,"Minnesota","27","5-14 years","5-14",0,15794322,Unreliable
,"Minnesota","27","15-24 years","15-24",Suppressed,15941616,Suppressed
,"Minnesota","27","25-34 years","25-34",11,15606163,Unreliable
,"Minnesota","27","35-44 years","35-44",Suppressed,16079748,Suppressed
,"Minnesota","27","45-54 years","45-54",17,16297869,Unreliable
,"Minnesota","27","55-64 years","55-64",15,13275810,Unreliable
,"Minnesota","27","65-74 years","65-74",24,8363923,0.3
,"Minnesota","27","75-84 years","75-84",16,5059195,Unreliable
,"Minnesota","27","85+ years","85+",11,2319732,Unreliable
,"Minnesota","27","Not Stated","NS",0,Not Applicable,Not Applicable
,"Mississippi","28","< 1 year","1",Suppressed,878956,Suppressed
,"Mississippi","28","1-4 years","1-4",15,3532277,Unreliable
,"Mississippi","28","5-14 years","5-14",0,9141395,Unreliable
,"Mississippi","28","15-24 years","15-24",Suppressed,9549066,Suppressed
,"Mississippi","28","25-34 years","25-34",Suppressed,8455858,Suppressed
,"Mississippi","28","35-44 years","35-44",18,8486097,Unreliable
,"Mississippi","28","45-54 years","45-54",46,8559588,0.5
,"Mississippi","28","55-64 years","55-64",43,7266099,0.6
,"Mississippi","28","65-74 years","65-74",44,4952761,0.9
,"Mississippi","28","75-84 years","75-84",47,2768756,1.7
,"Mississippi","28","85+ years","85+",37,1007706,3.7
,"Mississippi","28","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Missouri","29","< 1 year","1",15,1649063,Unreliable
,"Missouri","29","1-4 years","1-4",21,6639710,0.3
,"Missouri","29","5-14 years","5-14",Suppressed,17315289,Suppressed
,"Missouri","29","15-24 years","15-24",Suppressed,18048762,Suppressed
,"Missouri","29","25-34 years","25-34",15,16990963,Unreliable
,"Missouri","29","35-44 years","35-44",38,17303198,0.2
,"Missouri","29","45-54 years","45-54",89,17844740,0.5
,"Missouri","29","55-64 years","55-64",94,15284979,0.6
,"Missouri","29","65-74 years","65-74",101,10389713,1.0
,"Missouri","29","75-84 years","75-84",113,6191016,1.8
,"Missouri","29","85+ years","85+",62,2513452,2.5
,"Missouri","29","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Montana","30","< 1 year","1",0,259311,Unreliable
,"Montana","30","1-4 years","1-4",Suppressed,1047142,Suppressed
,"Montana","30","5-14 years","5-14",0,2764435,Unreliable
,"Montana","30","15-24 years","15-24",Suppressed,3006466,Suppressed
,"Montana","30","25-34 years","25-34",Suppressed,2621896,Suppressed
,"Montana","30","35-44 years","35-44",Suppressed,2723222,Suppressed
,"Montana","30","45-54 years","45-54",Suppressed,3040898,Suppressed
,"Montana","30","55-64 years","55-64",Suppressed,2804628,Suppressed
,"Montana","30","65-74 years","65-74",Suppressed,1896517,Suppressed
,"Montana","30","75-84 years","75-84",Suppressed,1059200,Suppressed
,"Montana","30","85+ years","85+",Suppressed,431272,Suppressed
,"Montana","30","Not Stated","NS",0,Not Applicable,Not Applicable
,"Nebraska","31","< 1 year","1",Suppressed,562042,Suppressed
,"Nebraska","31","1-4 years","1-4",Suppressed,2243263,Suppressed
,"Nebraska","31","5-14 years","5-14",0,5599545,Unreliable
,"Nebraska","31","15-24 years","15-24",Suppressed,5803642,Suppressed
,"Nebraska","31","25-34 years","25-34",Suppressed,5255056,Suppressed
,"Nebraska","31","35-44 years","35-44",Suppressed,5217241,Suppressed
,"Nebraska","31","45-54 years","45-54",Suppressed,5288588,Suppressed
,"Nebraska","31","55-64 years","55-64",Suppressed,4438221,Suppressed
,"Nebraska","31","65-74 years","65-74",12,2948178,Unreliable
,"Nebraska","31","75-84 years","75-84",Suppressed,1869370,Suppressed
,"Nebraska","31","85+ years","85+",10,852849,Unreliable
,"Nebraska","31","Not Stated","NS",0,Not Applicable,Not Applicable
,"Nevada","32","< 1 year","1",Suppressed,774079,Suppressed
,"Nevada","32","1-4 years","1-4",Suppressed,3099094,Suppressed
,"Nevada","32","5-14 years","5-14",Suppressed,7752334,Suppressed
,"Nevada","32","15-24 years","15-24",13,7382497,Unreliable
,"Nevada","32","25-34 years","25-34",46,8415750,0.5
,"Nevada","32","35-44 years","35-44",122,8236918,1.5
,"Nevada","32","45-54 years","45-54",202,7790395,2.6
,"Nevada","32","55-64 years","55-64",215,6631798,3.2
,"Nevada","32","65-74 years","65-74",208,4578090,4.5
,"Nevada","32","75-84 years","75-84",165,2253811,7.3
,"Nevada","32","85+ years","85+",63,673427,9.4
,"Nevada","32","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"New Hampshire","33","< 1 year","1",Suppressed,296047,Suppressed
,"New Hampshire","33","1-4 years","1-4",0,1243027,Unreliable
,"New Hampshire","33","5-14 years","5-14",0,3581265,Unreliable
,"New Hampshire","33","15-24 years","15-24",0,3823151,Unreliable
,"New Hampshire","33","25-34 years","25-34",0,3401434,Unreliable
,"New Hampshire","33","35-44 years","35-44",Suppressed,4069084,Suppressed
,"New Hampshire","33","45-54 years","45-54",Suppressed,4505030,Suppressed
,"New Hampshire","33","55-64 years","55-64",Suppressed,3730828,Suppressed
,"New Hampshire","33","65-74 years","65-74",Suppressed,2323339,Suppressed
,"New Hampshire","33","75-84 years","75-84",Suppressed,1286599,Suppressed
,"New Hampshire","33","85+ years","85+",Suppressed,540288,Suppressed
,"New Hampshire","33","Not Stated","NS",0,Not Applicable,Not Applicable
,"New Jersey","34","< 1 year","1",Suppressed,2343426,Suppressed
,"New Jersey","34","1-4 years","1-4",Suppressed,9592674,Suppressed
,"New Jersey","34","5-14 years","5-14",Suppressed,25287545,Suppressed
,"New Jersey","34","15-24 years","15-24",Suppressed,24238294,Suppressed
,"New Jersey","34","25-34 years","25-34",11,25068592,Unreliable
,"New Jersey","34","35-44 years","35-44",21,28042338,0.1
,"New Jersey","34","45-54 years","45-54",40,28195411,0.1
,"New Jersey","34","55-64 years","55-64",36,22437508,0.2
,"New Jersey","34","65-74 years","65-74",27,14441682,0.2
,"New Jersey","34","75-84 years","75-84",38,8955106,0.4
,"New Jersey","34","85+ years","85+",30,3807233,0.8
,"New Jersey","34","Not Stated","NS",0,Not Applicable,Not Applicable
,"New Mexico","35","< 1 year","1",Suppressed,592857,Suppressed
,"New Mexico","35","1-4 years","1-4",Suppressed,2376733,Suppressed
,"New Mexico","35","5-14 years","5-14",Suppressed,6150469,Suppressed
,"New Mexico","35","15-24 years","15-24",Suppressed,6289441,Suppressed
,"New Mexico","35","25-34 years","25-34",10,5734120,Unreliable
,"New Mexico","35","35-44 years","35-44",13,5654208,Unreliable
,"New Mexico","35","45-54 years","45-54",23,5826792,0.4
,"New Mexico","35","55-64 years","55-64",18,5146913,Unreliable
,"New Mexico","35","65-74 years","65-74",18,3555819,Unreliable
,"New Mexico","35","75-84 years","75-84",Suppressed,1944492,Suppressed
,"New Mexico","35","85+ years","85+",Suppressed,706180,Suppressed
,"New Mexico","35","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"New York","36","< 1 year","1",10,5239738,Unreliable
,"New York","36","1-4 years","1-4",18,20626990,Unreliable
,"New York","36","5-14 years","5-14",Suppressed,53283393,Suppressed
,"New York","36","15-24 years","15-24",12,58076217,Unreliable
,"New York","36","25-34 years","25-34",42,60245793,0.1
,"New York","36","35-44 years","35-44",55,59609122,0.1
,"New York","36","45-54 years","45-54",56,59567242,0.1
,"New York","36","55-64 years","55-64",81,48954864,0.2
,"New York","36","65-74 years","65-74",64,32125883,0.2
,"New York","36","75-84 years","75-84",66,19622085,0.3
,"New York","36","85+ years","85+",59,8499016,0.7
,"New York","36","Not Stated","NS",0,Not Applicable,Not Applicable
,"North Carolina","37","< 1 year","1",Suppressed,2636839,Suppressed
,"North Carolina","37","1-4 years","1-4",22,10537877,0.2
,"North Carolina","37","5-14 years","5-14",Suppressed,27040982,Suppressed
,"North Carolina","37","15-24 years","15-24",Suppressed,28232975,Suppressed
,"North Carolina","37","25-34 years","25-34",20,27875072,0.1
,"North Carolina","37","35-44 years","35-44",32,28767210,0.1
,"North Carolina","37","45-54 years","45-54",42,28419400,0.1
,"North Carolina","37","55-64 years","55-64",46,23832803,0.2
,"North Carolina","37","65-74 years","65-74",43,16265310,0.3
,"North Carolina","37","75-84 years","75-84",35,8858415,0.4
,"North Carolina","37","85+ years","85+",17,3215013,Unreliable
,"North Carolina","37","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"North Dakota","38","< 1 year","1",Suppressed,201902,Suppressed
,"North Dakota","38","1-4 years","1-4",0,794446,Unreliable
,"North Dakota","38","5-14 years","5-14",0,1930142,Unreliable
,"North Dakota","38","15-24 years","15-24",0,2446275,Unreliable
,"North Dakota","38","25-34 years","25-34",Suppressed,2028475,Suppressed
,"North Dakota","38","35-44 years","35-44",Suppressed,1877354,Suppressed
,"North Dakota","38","45-54 years","45-54",Suppressed,1979682,Suppressed
,"North Dakota","38","55-64 years","55-64",Suppressed,1701304,Suppressed
,"North Dakota","38","65-74 years","65-74",0,1124026,Unreliable
,"North Dakota","38","75-84 years","75-84",0,743171,Unreliable
,"North Dakota","38","85+ years","85+",Suppressed,368050,Suppressed
,"North Dakota","38","Not Stated","NS",0,Not Applicable,Not Applicable
,"Ohio","39","< 1 year","1",16,3113766,Unreliable
,"Ohio","39","1-4 years","1-4",20,12682760,0.2
,"Ohio","39","5-14 years","5-14",Suppressed,33723461,Suppressed
,"Ohio","39","15-24 years","15-24",12,34437682,Unreliable
,"Ohio","39","25-34 years","25-34",18,32366563,Unreliable
,"Ohio","39","35-44 years","35-44",31,33954418,0.1
,"Ohio","39","45-54 years","45-54",43,35809454,0.1
,"Ohio","39","55-64 years","55-64",60,30279433,0.2
,"Ohio","39","65-74 years","65-74",26,20114535,0.1
,"Ohio","39","75-84 years","75-84",43,12232425,0.4
,"Ohio","39","85+ years","85+",28,4894532,0.6
,"Ohio","39","Not Stated","NS",0,Not Applicable,Not Applicable
